,sample_id,group,scNiche,annotations_level1,annotations_level2,annotations_level3
BI5XO_D1_kpmjfphj-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_kpnjnejc-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_kpnjoeai-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_kpnmjbff-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_kpnpdafm-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_kpnppffc-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_kpofopde-1,BI5XO_D1,dim,Niche0,Endothelial,VEC-endocardial,VEC-endocardial
BI5XO_D1_kpompamj-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_kpopmmnn-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_kppbjohg-1,BI5XO_D1,dim,Niche0,Endothelial,VEC-endocardial,VEC-endocardial
BI5XO_D1_kppihehl-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_kppofijj-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-osteogenic
BI5XO_D1_laadcnjj-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_laafhfjk-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_laaiekgh-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_labfgkmd-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_labicnni-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_labolbdc-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lacaoofn-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_D1_lacdcjag-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-remodelling
BI5XO_D1_ladchpbi-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_ladgonal-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_ladnafgc-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_D1_laeiphaf-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lafajcbj-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_D1_lafkcdmn-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_D1_lagbbdoo-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lageefop-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lagiemji-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_laginajn-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lagncnjl-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lahibpgl-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lahimhjm-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_laikahmb-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lakgdmoa-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_D1_laknpcad-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lalbneod-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_laldchdg-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lalpggig-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_D1_lamgoebj-1,BI5XO_D1,dim,Niche3,Endothelial,VEC-endocardial,VEC-endocardial
BI5XO_D1_lampnbko-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_lanbamok-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lanchokh-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lanfgehh-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_lanpjbih-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_D1_laoaiafi-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_laobhigl-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_laohcaoe-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_laoiifdc-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_laojcjhe-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_laokooij-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lapkndig-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_D1_lbaaaomd-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lbbdnfng-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lbbgkpjj-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_lbbondlh-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lbcdoabj-1,BI5XO_D1,dim,Niche1,Endothelial,VEC-endocardial,VEC-endocardial
BI5XO_D1_lbcgdbfh-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_D1_lbcogdgc-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_D1_lbcpabbh-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_D1_lbdahkfa-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_D1_lbdnkmio-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lbdohbdh-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lbecbfnj-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lbecflob-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lbedghaf-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_D1_lbehjpao-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_lbflgpjo-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_D1_lbfobpop-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lbgdfddb-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lbgecdef-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_lbggihdc-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lbgljgkb-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lbgnobcm-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lbhfhodo-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lbhmcega-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_lbhpapap-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lbhpjhjo-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_D1_lbicjnbf-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lbiedcdg-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_D1_lbiombkf-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lbjmcijj-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lbkeekpb-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lbkeknij-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-SMC
BI5XO_D1_lbkfnjcn-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lbklhbko-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lbmaeice-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lbmanjlo-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_lbmhhggd-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lbnfekhk-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lbnfnjnp-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_lbnlbgca-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lbnlmemk-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_lbodnmpf-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_lbojlmki-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_lbpgflpd-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_lcakdjki-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lcapghpd-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lcbbigna-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lcbefcbf-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_lcbgdeed-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lcbhkffj-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lcbieomk-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_lcbkmnac-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_lccjddnm-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_lcdbahpe-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lcdmhcok-1,BI5XO_D1,dim,Niche0,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_lceblchd-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_D1_lcecnjda-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lcehlkbl-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lcennipo-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lcfgpcmh-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lcfhccmc-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lcfkipcc-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lcfnaacj-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lcgakhlh-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lcgbejoe-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lcgjaheo-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lcgkdcni-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lcglaamk-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_lcgmcoec-1,BI5XO_D1,dim,Niche0,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_lchciffo-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_lchelkcd-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lchjahgk-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lcieielo-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lcifoiao-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lcinonkl-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lcjfmofm-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-transitional,VIC-transitional
BI5XO_D1_lcjkicpc-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lcjkkned-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lckaamff-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lckebpkg-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lckhkpnl-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lckhojgb-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_lckldjgp-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lclhcpna-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lcljmlja-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-mono,MP-mono-nonclassical
BI5XO_D1_lclmjgmm-1,BI5XO_D1,dim,Niche2,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lcnadpgk-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lcncgple-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lcnepaoj-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lcngjcpo-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lcnllkdn-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lcoaaanf-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lcokpgap-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lcolgife-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lcpogpab-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lcppanbe-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_ldaindng-1,BI5XO_D1,dim,Niche2,Mononuclear phagocyte,MP-macro,MP-macro-SA
BI5XO_D1_ldambjda-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_ldamlknp-1,BI5XO_D1,dim,Niche0,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_D1_ldaoekej-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_ldbgdopi-1,BI5XO_D1,dim,Niche0,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_ldbkjkoj-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_ldbklkol-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldbmbhan-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_D1_ldbmddch-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldcankik-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_D1_ldcekfib-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_D1_ldcgfffe-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldchaifj-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_ldcmgjgm-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lddddieb-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lddendgm-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lddjnfem-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_ldegbjap-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldeifamd-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_ldepophg-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldfohaeh-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldgaohnh-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldgelmld-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-neutrophil,MP-neutrophil
BI5XO_D1_ldgeoiek-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldgjchdi-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_ldhpfcbf-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_ldiafedn-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_ldikbiff-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_D1_ldionccn-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_ldjpkcac-1,BI5XO_D1,dim,Niche1,Mononuclear phagocyte,MP-macro,MP-macro-res
BI5XO_D1_ldkbfhbd-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldkjiode-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_ldkkglaa-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldklhnhm-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldklokjf-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_D1_ldkmmfip-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldkocjjf-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldlbolhd-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldldnlgc-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldmgifkc-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_ldmhifde-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_ldmlndlf-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_ldmofmbe-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_ldnflelk-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-IFN,VIC-IFN
BI5XO_D1_ldniclno-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_ldnjcdhi-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_ldobdcih-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldoebfen-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-neural-crest
BI5XO_D1_ldofggpb-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldopmcgc-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-SMC,VIC-pericyte
BI5XO_D1_ldpajoih-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_ldpjnlcb-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_ldpmpnic-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ldpoglmc-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_leaedfaf-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_leaekaah-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_leajmhih-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lebcpeej-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_leblhklo-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-osteogenic,VIC-fibrochondrogenic
BI5XO_D1_lecbobhl-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_leccfide-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lecencoo-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_lecenjnk-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-quiescent,VIC-quiescent
BI5XO_D1_lecgmcid-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_leckabgp-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_leckekpc-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ledcljlj-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ledeockh-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
BI5XO_D1_ledfeoae-1,BI5XO_D1,dim,Niche1,Valvular interstitial cell,VIC-interstitial,VIC-interstitial
